Irradiance Corrected	no	Irradiance Corrected	yes	Irradiance Corrected	yes	Irradiance Corrected	yes	Irradiance Corrected	yes	Irradiance Corrected	yes	Irradiance Corrected	yes	Irradiance Corrected	yes	Irradiance Corrected	yes	Irradiance Corrected	yes	Irradiance Corrected	yes	Irradiance Corrected	yes	Irradiance Corrected	yes	Irradiance Corrected	yes	Irradiance Corrected	yes	Irradiance Corrected	yes	Irradiance Corrected	yes	Irradiance Corrected	yes	Irradiance Corrected	yes	Irradiance Corrected	yes	Irradiance Corrected	yes	
V [V] 	I [A]	V [V] 	I [A]	V [V] 	I [A]	V [V] 	I [A]	V [V] 	I [A]	V [V] 	I [A]	V [V] 	I [A]	V [V] 	I [A]	V [V] 	I [A]	V [V] 	I [A]	V [V] 	I [A]	V [V] 	I [A]	V [V] 	I [A]	V [V] 	I [A]	V [V] 	I [A]	V [V] 	I [A]	V [V] 	I [A]	V [V] 	I [A]	V [V] 	I [A]	V [V] 	I [A]	V [V] 	I [A]	
0.1617117	0.032857244	0.16171272	0.000658797369935115	0.16173082	0.000612888415439879	0.16171166	0.000624059766236257	0.16172478	0.000662920576715153	0.16171596	0.000667462357117808	0.1617186	-0.00245340967621205	0.16172658	0.000551250555969036	0.1617319	0.000526117917359557	0.1617308	0.000529677584212777	0.16172786	0.000486899830865714	0.16173472	0.0169604042358488	0.1617346	0.0170192532256728	0.080848264	0.017098037372841	0.080855798	0.0169446693507043	0.08084054	0.0164462613711904	0.080844832	0.016414036240835	-0.0067172988	0.0164791414886449	-0.0067531584	0.0171981190212762	0.108669278	0.01714228800859	0.108727648	0.0170091120131631	
0.16875262	0.032853384	0.16874612	0.000655570149935115	0.1687676	0.000609725095439879	0.16875184	0.000616467246236257	0.1687635	0.000659380436715152	0.16874936	0.000664479877117808	0.16875592	-0.00255747287621205	0.1687666	0.000548013355969036	0.16877274	0.000522931717359557	0.16876428	0.000526530984212777	0.1687688	0.000483430110865714	0.1687701	0.0169553722358488	0.16877076	0.0170200712256728	0.084370756	0.017088903372841	0.084371852	0.0169387773507043	0.08435855	0.0164442113711904	0.084364034	0.016409024240835	0.0102760332	0.0164600674886449	0.0102241516	0.0171916850212762	0.130697242	0.01712949600859	0.130765908	0.0169999680131631	
0.17580186	0.032837174	0.17580174	0.000652041549935115	0.17582034	0.000606335375439879	0.1758013	0.000608549586236257	0.17581292	0.000656138216715153	0.17580396	0.000661068997117808	0.17580638	-0.00266375087621205	0.17581554	0.000545052995969036	0.17581802	0.000519719877359557	0.17581818	0.000523406164212777	0.17581384	0.000479998110865714	0.17582162	0.0169481082358488	0.17582228	0.0170132012256728	0.087882758	0.017085941372841	0.087885044	0.0169303393507043	0.087869264	0.0164454233711904	0.08787675	0.016403184240835	0.0274147052	0.0164591074886449	0.0273426056	0.0171821890212762	0.15277556	0.01711746400859	0.15286674	0.0169898860131631	
0.18285408	0.032826726	0.18284782	0.000648745789935115	0.18287028	0.000603009975439879	0.18285482	0.000600478626236258	0.18286438	0.000652541496715152	0.1828499	0.000657949157117807	0.18285966	-0.00276740527621205	0.1828701	0.000541740515969036	0.18287034	0.000516618037359557	0.18286116	0.000520231484212777	0.1828643	0.000476579090865714	0.18287032	0.0169414002358488	0.18287218	0.0170091592256728	0.091400432	0.017076561372841	0.091403292	0.0169290153507043	0.091388274	0.0164403833711904	0.09139495	0.016399498240835	0.044478228	0.0164429534886449	0.04440384	0.0171669050212762	0.1748802	0.01710506600859	0.1749794	0.0169718320131631	
0.1898892	0.032829656	0.18989214	0.000645367649935115	0.1899041	0.000599646675439879	0.18989256	0.000593592266236258	0.18989948	0.000649169096715152	0.1898914	0.000654366497117807	0.18989722	-0.00286178627621205	0.18990388	0.000538493015969036	0.1899017	0.000513449257359557	0.18990012	0.000517115544212777	0.18990242	0.000473191130865714	0.18990734	0.0169393882358488	0.18990752	0.0169971672256728	0.094912438	0.017071955372841	0.094914428	0.0169183973507043	0.094896794	0.0164368373711904	0.094903652	0.016398466240835	0.061602404	0.0164303574886449	0.061556244	0.0171569750212762	0.19696462	0.01708986800859	0.1970581	0.0169571520131631	
0.19693498	0.03282526	0.1969326	0.000641990009935115	0.19694516	0.000596199535439879	0.1969366	0.000587332086236257	0.19694288	0.000645757336715152	0.19693228	0.000651084777117807	0.1969402	-0.00295251947621205	0.19694628	0.000535085175969036	0.19694478	0.000510198637359557	0.19693628	0.000513851144212777	0.1969466	0.000469544150865714	0.1969498	0.0169354502358488	0.19694972	0.0169900232256728	0.098421202	0.017066793372841	0.098423178	0.0169221973507043	0.098408932	0.0164312513711904	0.098415562	0.016393494240835	0.078694158	0.0164188094886449	0.0786457	0.0171577410212762	0.21906736	0.01707557200859	0.21916274	0.0169385320131631	
0.20398116	0.03281561	0.20398292	0.000638369589935115	0.20398748	0.000592798095439879	0.20398744	0.000582274146236257	0.20399274	0.000642278256715152	0.20398346	0.000647553557117808	0.20398804	-0.00305072707621205	0.20399318	0.000531949955969036	0.20398862	0.000506668137359557	0.2039898	0.000510467124212777	0.20399424	0.000466054730865714	0.20399914	0.0169297222358488	0.2039968	0.0169821732256728	0.101940074	0.017059895372841	0.101942622	0.0169158733507043	0.10192614	0.0164304013711904	0.10193233	0.016388754240835	0.095771794	0.0164152834886449	0.095737074	0.0171368890212762	0.2411556	0.01706338600859	0.24124336	0.0169237720131631	
0.2110352	0.032807414	0.21103082	0.000635077949935115	0.21103866	0.000589204875439879	0.21103448	0.000577833326236257	0.21103838	0.000638824076715152	0.2110284	0.000644199197117808	0.2110369	-0.00315188887621205	0.2110427	0.000528484975969036	0.2110438	0.000503081817359557	0.211033	0.000507280744212777	0.2110457	0.000462326210865714	0.21104302	0.0169284282358488	0.21104306	0.0169735852256728	0.105456692	0.017057289372841	0.105462678	0.0169151973507043	0.105446542	0.0164231273711904	0.10545096	0.016381520240835	0.11276245	0.0163996234886449	0.112754052	0.0171284110212762	0.26327436	0.01704803000859	0.263348	0.0169017760131631	
0.21806884	0.032803778	0.21807088	0.000631286249935115	0.21806924	0.000585562055439879	0.2180746	0.000573853526236257	0.21807818	0.000635287676715152	0.21806402	0.000640403597117807	0.21807016	-0.00325389387621205	0.21807644	0.000525265495969036	0.21807514	0.000499586597359557	0.21807096	0.000503835124212777	0.2180808	0.000458808950865714	0.21807986	0.0169207602358488	0.2180754	0.0169709892256728	0.10897598	0.017055331372841	0.10898012	0.0169084813507043	0.10896332	0.0164236613711904	0.10896792	0.016380560240835	0.129840094	0.0163960974886449	0.129827866	0.0171167510212762	0.28538892	0.01703698800859	0.28545304	0.0168849440131631	
0.2251235	0.03278172	0.22511734	0.000627768429935115	0.22512	0.000581667175439879	0.22512182	0.000570031346236257	0.2251216	0.000631862016715152	0.22511196	0.000636919837117807	0.22511838	-0.00336598307621205	0.22512958	0.000521750615969036	0.22512684	0.000495890397359557	0.22511576	0.000500601664212777	0.2251254	0.000455189390865714	0.22512776	0.0169148602358488	0.22512636	0.0169639052256728	0.11249264	0.017056269372841	0.1124978	0.0169119773507043	0.1124819	0.0164117713711904	0.11248732	0.016372206240835	0.14692764	0.0163804774886449	0.14691122	0.0171016350212762	0.30758244	0.01701326600859	0.30761032	0.0168597960131631	
0.23216648	0.03278464	0.23216122	0.000624021809935115	0.23216126	0.000577963675439879	0.23216862	0.000566286386236257	0.23216458	0.000628203756715152	0.2321579	0.000633073037117807	0.23216236	-0.00348076967621205	0.23217166	0.000518411295969036	0.23216968	0.000492471877359557	0.23216336	0.000497201104212777	0.23216818	0.000451651870865714	0.2321696	0.0169042202358488	0.23216902	0.0169610052256728	0.11600806	0.017057623372841	0.11600856	0.0169043393507043	0.11599262	0.0164060533711904	0.11599822	0.016375258240835	0.16400946	0.0163664634886449	0.16395644	0.0170960090212762	0.32966458	0.01699728400859	0.32973748	0.0168404480131631	
0.23920602	0.032759782	0.23920088	0.000620259469935115	0.2392001	0.000574122135439879	0.23919992	0.000562545366236257	0.23920112	0.000624673616715152	0.23919902	0.000629378917117807	0.23919884	-0.00358777207621205	0.23921006	0.000514876275969036	0.2392117	0.000489063817359557	0.23920028	0.000493862724212777	0.2392031	0.000447962430865714	0.23920456	0.0169059462358488	0.23920742	0.0169590152256728	0.11952124	0.017060501372841	0.11952518	0.0169111293507043	0.119511	0.0163991333711904	0.11951662	0.016371914240835	0.18107298	0.0163509134886449	0.18102796	0.0170866710212762	0.35177724	0.01697631200859	0.35185434	0.0168223600131631	
0.24624294	0.032751468	0.2462389	0.000616362189935115	0.24623594	0.000570545055439879	0.24624328	0.000558733006236257	0.24624024	0.000620943696715152	0.24623828	0.000625792957117807	0.24623652	-0.00369260067621205	0.24624622	0.000511512355969036	0.24624262	0.000485842217359557	0.24624064	0.000490325504212777	0.24624346	0.000444410790865714	0.24624258	0.0168923662358488	0.24624202	0.0169618252256728	0.12303364	0.017057619372841	0.12303356	0.0169033093507043	0.12302008	0.0163960513711904	0.1230259	0.016373682240835	0.19815252	0.0163411954886449	0.19808118	0.0170727210212762	0.3738983	0.01696063000859	0.37396128	0.0168092980131631	
0.2532936	0.032734248	0.25328804	0.000612797109935115	0.25329094	0.000566809715439879	0.25328732	0.000554931206236257	0.25328884	0.000617365036715152	0.25328846	0.000622099717117808	0.25328616	-0.00379263227621205	0.25329434	0.000507929335969036	0.2532962	0.000482329757359557	0.25328988	0.000487090224212777	0.25329232	0.000440688590865714	0.25329008	0.0168867582358488	0.25329316	0.0169534192256728	0.12653716	0.017060871372841	0.1265383	0.0169050753507043	0.12652574	0.0163897053711904	0.12652994	0.016372118240835	0.21514928	0.0163274554886449	0.21508596	0.0170602310212762	0.39590988	0.01694387000859	0.39598734	0.0167938900131631	
0.26032948	0.03271994	0.26032244	0.000609019569935115	0.26032976	0.000563122675439879	0.26032568	0.000551008666236257	0.26032738	0.000613524536715152	0.26032128	0.000618297337117807	0.26032308	-0.00389493947621205	0.26032792	0.000504392395969036	0.26033036	0.000479125497359556	0.26032824	0.000483423484212777	0.26033168	0.000437039090865714	0.26032568	0.0168790802358488	0.26032626	0.0169517412256728	0.13005704	0.017059489372841	0.13005656	0.0168975173507043	0.13004614	0.0163891173711904	0.13004914	0.016378908240835	0.23222312	0.0163125214886449	0.23218192	0.0170495610212762	0.4179924	0.01693091800859	0.41810228	0.0167763320131631	
0.26736374	0.032699156	0.26736046	0.000605194449935115	0.26736374	0.000559387255439879	0.26735472	0.000547393126236257	0.26736712	0.000609887336715152	0.26735854	0.000614456297117807	0.26735638	-0.00399705467621205	0.26736064	0.000500767275969036	0.26736308	0.000475563237359556	0.26736016	0.000480065344212777	0.26736622	0.000433468290865714	0.26735888	0.0168720162358488	0.2673598	0.0169411952256728	0.1335751	0.017059349372841	0.13357744	0.0168968913507043	0.13356516	0.0163829533711904	0.13356916	0.016374774240835	0.24928436	0.0163017094886449	0.24925574	0.0170319590212762	0.44010506	0.01691049600859	0.44017488	0.0167597520131631	
0.27441054	0.032685768	0.27440172	0.000601395429935115	0.27440982	0.000555593775439879	0.2744068	0.000543292766236257	0.27440904	0.000606084296715152	0.27439798	0.000610583677117808	0.27440324	-0.00410553927621205	0.2744031	0.000497163275969036	0.27440816	0.000472342957359556	0.27440258	0.000476352564212777	0.27441144	0.000429658650865714	0.27440478	0.0168610642358488	0.27440284	0.0169421432256728	0.13708348	0.017050649372841	0.1370862	0.0168936873507043	0.13707282	0.0163801053711904	0.13707724	0.016380836240835	0.26643028	0.0162879274886449	0.26638794	0.0170262530212762	0.46213914	0.01689736200859	0.46224518	0.0167439920131631	
0.28144922	0.032648248	0.28144722	0.000597526129935115	0.28144922	0.000551791615439879	0.28144314	0.000539414746236257	0.28145546	0.000602126776715152	0.28144172	0.000606687977117808	0.28144522	-0.00421229707621205	0.2814433	0.000493396935969036	0.28145286	0.000468817097359557	0.28144456	0.000472750124212777	0.2814508	0.000425892930865714	0.28144624	0.0168594282358488	0.28144686	0.0169318472256728	0.1406052	0.017050337372841	0.14061032	0.0168938053507043	0.14059464	0.0163817713711904	0.14060112	0.016377512240835	0.28348962	0.0162757434886449	0.2834675	0.0170125530212762	0.48414688	0.01687604400859	0.48427124	0.0167322520131631	
0.28847722	0.03261752	0.2884715	0.000593598209935115	0.28847552	0.000547824875439879	0.288472	0.000535425366236257	0.28847684	0.000598266836715152	0.28846406	0.000602914537117807	0.28846924	-0.00433020847621205	0.2884714	0.000489912695969036	0.2884771	0.000465454597359557	0.2884708	0.000469083604212777	0.28847804	0.000422087530865714	0.28847334	0.0168439302358488	0.28847272	0.0169320712256728	0.1441305	0.017036657372841	0.1441324	0.0168885513507043	0.1441187	0.0163786093711904	0.1441278	0.016373226240835	0.30057336	0.0162651554886449	0.3005894	0.0169961170212762	0.50639304	0.01686083800859	0.5065113	0.0167146220131631	
0.2955024	0.032587096	0.29550508	0.000589665329935115	0.29550044	0.000543957895439879	0.29550006	0.000531346986236257	0.29550772	0.000594459976715152	0.29549846	0.000598794917117808	0.29550174	-0.00444959127621205	0.29549846	0.000486307295969036	0.29550664	0.000461885197359556	0.29549884	0.000465597784212777	0.2955069	0.000418281090865714	0.29550468	0.0168387982358488	0.29550444	0.0169259792256728	0.14764088	0.017036515372841	0.14764558	0.0168874013507043	0.1476284	0.0163801653711904	0.14763832	0.016372720240835	0.31763878	0.0162592554886449	0.31763652	0.0169854490212762	0.52845344	0.01683954200859	0.52852516	0.0167030440131631	
0.30253708	0.032543432	0.302534	0.000585787189935115	0.30253808	0.000539817975439879	0.30253742	0.000526987106236257	0.30253496	0.000590647776715152	0.3025258	0.000594901837117808	0.30253804	-0.00456632727621205	0.30253706	0.000482611295969036	0.30254122	0.000458541957359557	0.30253334	0.000461959484212777	0.3025402	0.000414429110865714	0.30254046	0.0168321622358488	0.30254164	0.0169234332256728	0.15115776	0.017033737372841	0.15116344	0.0168882393507043	0.15114902	0.0163754153711904	0.15115752	0.016374572240835	0.33472862	0.0162439194886449	0.33472598	0.0169662150212762	0.55049972	0.01681476200859	0.55060576	0.0166883040131631	
0.30955336	0.03251133	0.3095591	0.000581824669935115	0.30955612	0.000535798415439879	0.30955432	0.000523119906236257	0.3095594	0.000586676356715152	0.30955138	0.000590703377117808	0.3095586	-0.00467375367621205	0.30955604	0.000478917335969036	0.30955782	0.000454833477359556	0.30955734	0.000458356504212777	0.30956278	0.000410799430865714	0.30956416	0.0168222322358488	0.30956424	0.0169116852256728	0.1546833	0.017032111372841	0.15468898	0.0168817433507043	0.15467266	0.0163708673711904	0.15468116	0.016373292240835	0.35183068	0.0162390714886449	0.3517956	0.0169562430212762	0.57259024	0.01678973400859	0.57266234	0.0166754040131631	
0.31657694	0.032461868	0.31657734	0.000577865109935115	0.31658002	0.000531733195439879	0.3165757	0.000518686266236257	0.31657228	0.000582831516715152	0.31656866	0.000586636637117808	0.3165814	-0.00478131847621205	0.31658334	0.000475271535969036	0.31658044	0.000451192617359556	0.31657754	0.000454659724212777	0.31658378	0.000406961350865714	0.31658544	0.0168199662358488	0.31658628	0.0169110072256728	0.15820884	0.017025139372841	0.15821284	0.0168841793507043	0.15819874	0.0163663433711904	0.15820598	0.016371040240835	0.36891632	0.0162267114886449	0.36887934	0.0169386210212762	0.59467848	0.01676398200859	0.59474296	0.0166591380131631	
0.32360134	0.03240504	0.32360526	0.000573698789935115	0.32360412	0.000527823615439879	0.3236029	0.000514298466236257	0.3236052	0.000578535516715152	0.32359982	0.000582401897117807	0.32361126	-0.00487782367621205	0.3236082	0.000471475655969036	0.32360672	0.000447575517359556	0.3236084	0.000450999124212777	0.32361488	0.000403054830865714	0.3236156	0.0168129542358488	0.32361476	0.0169020532256728	0.1617344	0.017029029372841	0.16173894	0.0168766433507043	0.16172276	0.0163683733711904	0.16172842	0.016371548240835	0.38597946	0.0162201254886449	0.38590852	0.0169246770212762	0.61669234	0.01674102600859	0.616753	0.0166466920131631	
0.33063198	0.032338824	0.33063118	0.000569583289935115	0.33063466	0.000523550675439879	0.33062852	0.000509980226236257	0.33062876	0.000574359916715152	0.33062378	0.000578472837117807	0.33063564	-0.00496150747621205	0.33063954	0.000467614955969036	0.33063762	0.000443918817359556	0.33063522	0.000447311924212777	0.33064132	0.000399191550865714	0.3306425	0.0168001002358488	0.33064468	0.0168929412256728	0.1652587	0.017023099372841	0.16526386	0.0168718033507043	0.16524864	0.0163590393711904	0.16525368	0.016364486240835	0.40300636	0.0162047994886449	0.4029297	0.0169033890212762	0.63875044	0.01671696000859	0.63884392	0.0166241020131631	
0.33764868	0.032289522	0.3376567	0.000565282109935115	0.3376535	0.000519554295439879	0.33764848	0.000505581546236257	0.33765158	0.000569979076715153	0.33764912	0.000574047597117808	0.33765378	-0.00505173567621205	0.33765434	0.000463817955969036	0.33765562	0.000440355377359556	0.33765878	0.000443510004212777	0.33766328	0.000395202490865714	0.33766536	0.0167955342358488	0.33766326	0.0168851732256728	0.16878524	0.017024109372841	0.16878918	0.0168630433507043	0.16877204	0.0163591733711904	0.16877712	0.016369790240835	0.42006378	0.0161957274886449	0.41999514	0.0168913330212762	0.66081884	0.01669203400859	0.66089822	0.0166021680131631	
0.34468374	0.032211898	0.3446856	0.000560838629935115	0.34468994	0.000515354995439879	0.3446826	0.000501127206236257	0.34468344	0.000565783796715153	0.34467928	0.000569982877117808	0.34468708	-0.00515919847621205	0.34469214	0.000459808995969036	0.3446956	0.000436807917359556	0.34468922	0.000439842164212777	0.34469538	0.000391196930865714	0.34469772	0.0167881962358488	0.3446978	0.0168735412256728	0.17230874	0.017024535372841	0.17231268	0.0168642553507043	0.1722981	0.0163523633711904	0.17230442	0.016362980240835	0.4371273	0.0161701654886449	0.43710482	0.0168681550212762	0.68291128	0.01666615200859	0.68299104	0.0165706120131631	
0.35171214	0.032147874	0.35171774	0.000556296969935115	0.35172334	0.000511273255439879	0.35171752	0.000496873946236257	0.3517198	0.000561324336715153	0.35171512	0.000565616497117807	0.3517149	-0.00522784747621205	0.35171782	0.000455867875969036	0.35172632	0.000433144357359557	0.35172814	0.000435940984212777	0.35173168	0.000387137110865714	0.3517335	0.0167786402358488	0.35173196	0.0168678532256728	0.17581994	0.017020355372841	0.17582508	0.0168545473507043	0.17580842	0.0163497153711904	0.17581556	0.016365486240835	0.45419274	0.0161551034886449	0.45417596	0.0168581310212762	0.70502204	0.01664335000859	0.70509988	0.0165456560131631	
0.35874152	0.032063852	0.35874364	0.000551886049935115	0.35874948	0.000507181715439879	0.35874114	0.000492528486236258	0.35874238	0.000557122816715152	0.3587435	0.000561419957117807	0.3587429	-0.00531242907621205	0.35874874	0.000451796455969036	0.35875686	0.000429370657359556	0.35875176	0.000432077304212777	0.35875588	0.000383046450865714	0.35875816	0.0167758622358488	0.35876168	0.0168586292256728	0.17934404	0.017015839372841	0.17934962	0.0168579213507043	0.17933248	0.0163460293711904	0.17934226	0.016362138240835	0.47126846	0.0161338754886449	0.47126352	0.0168332270212762	0.72711638	0.01661572000859	0.72720872	0.0165183960131631	
0.36576366	0.031975314	0.36576892	0.000547374229935115	0.365776	0.000503169315439879	0.36577182	0.000488095226236257	0.3657735	0.000552619796715152	0.36577308	0.000556984337117807	0.36576934	-0.00540757167621205	0.36577422	0.000447879435969036	0.36578116	0.000425669717359556	0.36578226	0.000428117284212777	0.3657835	0.000378775090865714	0.36578994	0.0167664482358488	0.3657884	0.0168542232256728	0.18287082	0.017009431372841	0.18287374	0.0168494533507043	0.18285836	0.0163474413711904	0.1828669	0.016359460240835	0.48834	0.0161203374886449	0.48833084	0.0168165590212762	0.74922904	0.01659350200859	0.74932176	0.0164929940131631	
0.37279936	0.03186746	0.3728009	0.000543059249935115	0.37280978	0.000498829535439879	0.3728031	0.000483819106236257	0.37281042	0.000548418676715152	0.3728069	0.000552700997117807	0.37280544	-0.00550209807621205	0.37281362	0.000443699955969036	0.37282156	0.000421774937359557	0.37281376	0.000424327504212777	0.3728168	0.000374802550865714	0.3728229	0.0167613942358488	0.37282518	0.0168445812256728	0.18638744	0.017006681372841	0.1863916	0.0168436753507043	0.18637598	0.0163422673711904	0.18638528	0.016349042240835	0.50535698	0.0160972114886449	0.50534172	0.0167933610212762	0.7713314	0.01657082200859	0.7714306	0.0164631880131631	
0.37981668	0.031775102	0.37982118	0.000538588249935115	0.37983202	0.000494646515439879	0.37982328	0.000479317726236257	0.379833	0.000543954696715153	0.37982922	0.000548152997117807	0.37982758	-0.00558335107621205	0.37983304	0.000439726375969036	0.37983898	0.000418130857359557	0.37983776	0.000420348424212777	0.37983958	0.000370638410865714	0.37984536	0.0167589922358488	0.37984928	0.0168377332256728	0.1899148	0.017001993372841	0.18991834	0.0168389493507043	0.18990248	0.0163398433711904	0.18990772	0.016354706240835	0.52243232	0.0160840774886449	0.52239724	0.0167768010212762	0.79344444	0.01653787400859	0.79354554	0.0164363760131631	
0.38683886	0.031647018	0.38684224	0.000534195969935115	0.38685006	0.000490270735439879	0.38684486	0.000474963786236257	0.38685458	0.000539575776715153	0.38684768	0.000543782077117808	0.38685258	-0.00570878847621205	0.38685976	0.000435491375969036	0.38686408	0.000414256277359557	0.38685794	0.000416542824212777	0.38685914	0.000366472190865714	0.3868676	0.0167563862358488	0.38686948	0.0168306192256728	0.19343928	0.017004407372841	0.19344344	0.0168393433507043	0.19342674	0.0163300233711904	0.19343218	0.016346784240835	0.53951186	0.0160626974886449	0.53947298	0.0167553110212762	0.81559982	0.01651118800859	0.81570702	0.0164078260131631	
0.39386286	0.031517012	0.39386854	0.000529625289935115	0.39387916	0.000485849015439879	0.39387472	0.000470315646236257	0.39388282	0.000535037196715152	0.39387202	0.000539251397117807	0.3938784	-0.00582626067621205	0.39388504	0.000431604275969036	0.39389218	0.000410383497359557	0.39388782	0.000412539064212777	0.39388776	0.000362273910865714	0.39389938	0.0167513442358488	0.39389678	0.0168246692256728	0.19695128	0.017002853372841	0.19695482	0.0168274893507043	0.19693808	0.0163247693711904	0.1969427	0.016345908240835	0.55665588	0.0160464894886449	0.556625	0.0167405090212762	0.83771058	0.01647902000859	0.83784028	0.0163780420131631	
0.40089916	0.031356054	0.40090294	0.000525139349935115	0.40091236	0.000481510335439879	0.4009084	0.000465649266236257	0.4009205	0.000530478776715153	0.4009036	0.000534852157117808	0.40091532	-0.00593721687621205	0.40092324	0.000427375415969036	0.40093278	0.000406416397359556	0.40092092	0.000408528224212777	0.40092612	0.000358061910865714	0.40093116	0.0167508882358488	0.4009309	0.0168207512256728	0.20047278	0.017005723372841	0.20047812	0.0168260353507043	0.20045866	0.0163253773711904	0.20046576	0.016342644240835	0.57372322	0.0160280414886449	0.57369234	0.0167166250212762	0.85980532	0.01644947800859	0.8599411	0.0163537960131631	
0.4079213	0.031184496	0.40792416	0.000520457929935115	0.40793746	0.000476995995439879	0.40793404	0.000460920406236257	0.40794064	0.000525821876715153	0.40792432	0.000530310917117808	0.40793872	-0.00604377167621205	0.40794686	0.000423306915969036	0.40795284	0.000402476517359556	0.40794634	0.000404550044212777	0.40795012	0.000353573870865714	0.40795708	0.0167395422358488	0.40795638	0.0168112232256728	0.20399632	0.017003451372841	0.20400342	0.0168175173507043	0.20398168	0.0163186773711904	0.20398884	0.016342080240835	0.59080278	0.0160085714886449	0.59077378	0.0166965210212762	0.88183748	0.01641797400859	0.88197326	0.0163199200131631	
0.41496242	0.030980726	0.41496782	0.000515907709935115	0.41497472	0.000472408575439879	0.4149744	0.000456399466236257	0.41498018	0.000521172816715153	0.41496622	0.000525691677117807	0.4149785	-0.00614839447621205	0.41499156	0.000419023315969036	0.41499244	0.000398247937359557	0.41498812	0.000400672064212777	0.4149917	0.000349241650865714	0.41499792	0.0167352862358488	0.41499336	0.0168038672256728	0.2075035	0.017013453372841	0.20751356	0.0168105633507043	0.20748816	0.0163139093711904	0.20749814	0.016338060240835	0.60777322	0.0159898594886449	0.60774422	0.0166748890212762	0.90386736	0.01639159600859	0.90397912	0.0162915980131631	
0.42199948	0.030771984	0.42200322	0.000511184529935115	0.42201638	0.000467728635439879	0.4220087	0.000451591686236257	0.42201528	0.000516413216715152	0.42200204	0.000520921657117807	0.42201482	-0.00625075107621205	0.4220271	0.000414764315969036	0.4220296	0.000394350477359557	0.42202242	0.000396452484212777	0.42203088	0.000344855170865714	0.42203536	0.0167289802358488	0.42203238	0.0167915312256728	0.21102704	0.017008287372841	0.21103448	0.0168049253507043	0.21101198	0.0163119393711904	0.2110232	0.016339130240835	0.62485276	0.0159676254886449	0.62481956	0.0166542090212762	0.925972	0.01635427600859	0.92609216	0.0162564060131631	
0.42903836	0.03050404	0.42904672	0.000506478369935115	0.42905302	0.000463098275439879	0.42904968	0.000446968246236257	0.42905946	0.000511617436715152	0.42904454	0.000516310677117808	0.42905822	-0.00635203887621205	0.42906732	0.000410256075969036	0.42906738	0.000390072937359557	0.42906196	0.000392337944212777	0.4290721	0.000340353510865714	0.429074	0.0167272122358488	0.42907198	0.0167894892256728	0.2145514	0.017008579372841	0.21455818	0.0168078593507043	0.21453436	0.0163096473711904	0.21454784	0.016333440240835	0.64190216	0.0159467134886449	0.64184684	0.0166396930212762	0.94799614	0.01632591600859	0.94808388	0.0162275620131631	
0.43607562	0.030209742	0.4360815	0.000501694229935115	0.43609062	0.000458234095439879	0.4360838	0.000442194026236257	0.43608932	0.000506846336715153	0.43607936	0.000511475617117808	0.4360927	-0.00645529407621205	0.43610148	0.000406026515969036	0.43609992	0.000385902417359557	0.4361005	0.000388107704212777	0.43610582	0.000335849230865714	0.43610896	0.0167203602358488	0.43610794	0.0167769172256728	0.2180775	0.017004577372841	0.21808348	0.0168014933507043	0.21805906	0.0163062413711904	0.21807392	0.016331298240835	0.65896758	0.0159261534886449	0.65891648	0.0166188870212762	0.97002372	0.01629508200859	0.97010764	0.0161932080131631	
0.4431256	0.029858112	0.4431337	0.000496803709935115	0.44314018	0.000453611795439879	0.4431395	0.000437300466236257	0.44314666	0.000501853276715153	0.44313458	0.000506586957117807	0.44314234	-0.00655901207621205	0.44315042	0.000401530975969036	0.44315242	0.000381646937359557	0.4431506	0.000383816484212777	0.44315934	0.000331452570865714	0.44315846	0.0167160142358488	0.44315582	0.0167765252256728	0.22159636	0.017004303372841	0.22160216	0.0168023913507043	0.22157726	0.0163115253711904	0.22159112	0.016325638240835	0.67600478	0.0159112614886449	0.6759678	0.0166014290212762	0.99212846	0.01626131800859	0.99220244	0.0161662220131631	
0.45016416	0.02945233	0.4501681	0.000491968649935115	0.45018062	0.000448666475439879	0.45017504	0.000432293726236257	0.45018078	0.000497072496715153	0.4501682	0.000501634777117807	0.45018066	-0.00666556287621205	0.4501882	0.000396988695969036	0.45019002	0.000377500237359557	0.45018372	0.000379524944212777	0.45019246	0.000326927210865714	0.45019548	0.0167052062358488	0.4501936	0.0167656612256728	0.2251221	0.016995675372841	0.22512408	0.0167991913507043	0.2251047	0.0163021893711904	0.22511698	0.016324408240835	0.69311294	0.0158854494886449	0.69306146	0.0165809410212762	1.01429138	0.01622563400859	1.01438614	0.0161305700131631	
0.45720714	0.028980722	0.4572138	0.000486765389935115	0.4572225	0.000443798375439879	0.45721884	0.000427249066236257	0.45722776	0.000492123096715153	0.45721596	0.000496491317117807	0.45722444	-0.00677286187621205	0.45723046	0.000392478735969036	0.45723048	0.000373101137359556	0.45722814	0.000375197144212777	0.457234	0.000322389690865714	0.45723976	0.0167001142358488	0.45723624	0.0167623572256728	0.22864704	0.017002397372841	0.22864976	0.0167979273507043	0.22862978	0.0163022393711904	0.22863818	0.016325296240835	0.7100956	0.0158698294886449	0.71005022	0.0165652590212762	1.03633736	0.01619205200859	1.03641228	0.0161036740131631	
