Repeat,VAR2,Point,Solar Cell Voltage,Solar Cell Current,Solar Cell Power
1,1,1,-399.99900E-003,-945.47000E-006,378.18705E-006
1,1,2,-395.31800E-003,-945.13000E-006,373.62690E-006
1,1,3,-390.63900E-003,-950.37000E-006,371.25159E-006
1,1,4,-385.95000E-003,-946.76000E-006,365.40202E-006
1,1,5,-381.27300E-003,-942.53000E-006,359.36124E-006
1,1,6,-376.58500E-003,-940.95000E-006,354.34766E-006
1,1,7,-371.90900E-003,-945.94000E-006,351.80360E-006
1,1,8,-367.22500E-003,-940.53000E-006,345.38613E-006
1,1,9,-362.53700E-003,-936.24000E-006,339.42164E-006
1,1,10,-357.85700E-003,-940.79000E-006,336.66829E-006
1,1,11,-353.18300E-003,-942.70000E-006,332.94561E-006
1,1,12,-348.49400E-003,-935.97000E-006,326.17993E-006
1,1,13,-343.80900E-003,-932.29000E-006,320.52969E-006
1,1,14,-339.12700E-003,-933.72000E-006,316.64966E-006
1,1,15,-334.44600E-003,-938.65000E-006,313.92774E-006
1,1,16,-329.77200E-003,-931.65000E-006,307.23208E-006
1,1,17,-325.08200E-003,-929.06000E-006,302.02068E-006
1,1,18,-320.39700E-003,-929.35000E-006,297.76095E-006
1,1,19,-315.72200E-003,-934.33000E-006,294.98854E-006
1,1,20,-311.04100E-003,-930.90000E-006,289.54807E-006
1,1,21,-306.35100E-003,-926.43000E-006,283.81276E-006
1,1,22,-301.66700E-003,-926.01000E-006,279.34666E-006
1,1,23,-296.99100E-003,-928.38000E-006,275.72050E-006
1,1,24,-292.30900E-003,-927.13000E-006,271.00844E-006
1,1,25,-287.63300E-003,-922.28000E-006,265.27816E-006
1,1,26,-282.93800E-003,-922.05000E-006,260.88298E-006
1,1,27,-278.26200E-003,-921.04000E-006,256.29043E-006
1,1,28,-273.58200E-003,-921.21000E-006,252.02647E-006
1,1,29,-268.89900E-003,-916.36000E-006,246.40829E-006
1,1,30,-264.20900E-003,-915.57000E-006,241.90183E-006
1,1,31,-259.52600E-003,-916.63000E-006,237.88932E-006
1,1,32,-254.85000E-003,-914.95000E-006,233.17501E-006
1,1,33,-250.17100E-003,-911.94000E-006,228.14094E-006
1,1,34,-245.47900E-003,-908.36000E-006,222.98330E-006
1,1,35,-240.79600E-003,-910.99000E-006,219.36275E-006
