Repeat,VAR2,Point,Solar Cell Voltage,Solar Cell Current,Solar Cell Power
1,1,99,58.86640E-003,-544.25300E-006,-32.03821E-006
1,1,100,63.54670E-003,-545.64300E-006,-34.67381E-006
1,1,101,68.22900E-003,-544.44300E-006,-37.14680E-006
1,1,102,72.90960E-003,-537.40000E-006,-39.18162E-006
1,1,103,77.59470E-003,-537.37000E-006,-41.69706E-006
1,1,104,82.27530E-003,-538.84100E-006,-44.33330E-006
1,1,105,86.95130E-003,-537.83800E-006,-46.76571E-006
1,1,106,91.63970E-003,-533.71300E-006,-48.90930E-006
1,1,107,96.31990E-003,-532.51500E-006,-51.29179E-006
1,1,108,101.00500E-003,-533.73600E-006,-53.91000E-006
1,1,109,105.68230E-003,-530.06100E-006,-56.01807E-006
1,1,110,110.36690E-003,-527.65700E-006,-58.23587E-006
1,1,111,115.04880E-003,-525.92400E-006,-60.50693E-006
1,1,112,119.73200E-003,-526.19700E-006,-63.00262E-006
1,1,113,124.41630E-003,-525.98000E-006,-65.44049E-006
1,1,114,129.09790E-003,-523.77600E-006,-67.61838E-006
1,1,115,133.77610E-003,-521.64300E-006,-69.78337E-006
1,1,116,138.46300E-003,-520.22900E-006,-72.03247E-006
1,1,117,143.14240E-003,-519.80400E-006,-74.40599E-006
1,1,118,147.82470E-003,-517.40500E-006,-76.48524E-006
1,1,119,152.50790E-003,-513.52400E-006,-78.31647E-006
1,1,120,157.19160E-003,-513.47900E-006,-80.71459E-006
1,1,121,161.87390E-003,-511.12300E-006,-82.73747E-006
1,1,122,166.55100E-003,-507.81300E-006,-84.57676E-006
1,1,123,171.23680E-003,-504.00500E-006,-86.30420E-006
1,1,124,175.92040E-003,-505.35100E-006,-88.90155E-006
1,1,125,180.60430E-003,-504.80700E-006,-91.17031E-006
1,1,126,185.28410E-003,-499.35100E-006,-92.52180E-006
1,1,127,189.96790E-003,-498.37100E-006,-94.67449E-006
1,1,128,194.64980E-003,-499.98400E-006,-97.32179E-006
1,1,129,199.33110E-003,-499.17500E-006,-99.50110E-006
1,1,130,204.01210E-003,-492.00700E-006,-100.37538E-006
1,1,131,208.69410E-003,-492.78400E-006,-102.84111E-006
1,1,132,213.37800E-003,-493.55300E-006,-105.31335E-006
1,1,133,218.05700E-003,-489.40500E-006,-106.71819E-006
1,1,134,222.74000E-003,-484.16900E-006,-107.84380E-006
1,1,135,227.42000E-003,-483.22000E-006,-109.89389E-006
1,1,136,232.11100E-003,-484.34800E-006,-112.42250E-006
1,1,137,236.78800E-003,-480.05100E-006,-113.67032E-006
1,1,138,241.47000E-003,-476.97000E-006,-115.17395E-006
1,1,139,246.15000E-003,-476.85400E-006,-117.37761E-006
1,1,140,250.83800E-003,-477.54600E-006,-119.78668E-006
1,1,141,255.52100E-003,-472.18100E-006,-120.65216E-006
1,1,142,260.19900E-003,-470.65700E-006,-122.46448E-006
1,1,143,264.88100E-003,-470.67000E-006,-124.67154E-006
1,1,144,269.56800E-003,-468.88600E-006,-126.39666E-006
1,1,145,274.25100E-003,-466.14400E-006,-127.84046E-006
1,1,146,278.93100E-003,-464.09800E-006,-129.45132E-006
1,1,147,283.61000E-003,-462.78900E-006,-131.25159E-006
1,1,148,288.28600E-003,-458.49000E-006,-132.17625E-006
1,1,149,292.97900E-003,-456.83800E-006,-133.84394E-006
1,1,150,297.66100E-003,-454.66100E-006,-135.33485E-006
1,1,151,302.33900E-003,-452.31000E-006,-136.75095E-006
1,1,152,307.02200E-003,-449.09800E-006,-137.88297E-006
1,1,153,311.71300E-003,-449.04700E-006,-139.97379E-006
1,1,154,316.38800E-003,-447.39700E-006,-141.55104E-006
1,1,155,321.07100E-003,-443.37700E-006,-142.35550E-006
1,1,156,325.74900E-003,-441.84500E-006,-143.93057E-006
1,1,157,330.42800E-003,-442.27400E-006,-146.13971E-006
1,1,158,335.12200E-003,-440.87700E-006,-147.74758E-006
1,1,159,339.79800E-003,-434.52300E-006,-147.65005E-006
1,1,160,344.48300E-003,-434.19600E-006,-149.57314E-006
1,1,161,349.16100E-003,-434.89900E-006,-151.84977E-006
1,1,162,353.84600E-003,-432.41200E-006,-153.00726E-006
1,1,163,358.53100E-003,-425.11700E-006,-152.41762E-006
1,1,164,363.21000E-003,-424.33500E-006,-154.12272E-006
1,1,165,367.89000E-003,-424.16100E-006,-156.04459E-006
