Repeat,VAR2,Point,Solar Cell Voltage,Solar Cell Current,Solar Cell Power
1,1,1,-400.00100E-003,-984.42000E-006,393.76898E-006
1,1,2,-395.31800E-003,-989.40000E-006,391.12763E-006
1,1,3,-390.64100E-003,-987.64000E-006,385.81268E-006
1,1,4,-385.95100E-003,-987.15000E-006,380.99153E-006
1,1,5,-381.27000E-003,-982.81000E-006,374.71597E-006
1,1,6,-376.59000E-003,-983.18000E-006,370.25576E-006
1,1,7,-371.91000E-003,-978.98000E-006,364.09245E-006
1,1,8,-367.22300E-003,-979.00000E-006,359.51132E-006
1,1,9,-362.53900E-003,-979.99000E-006,355.28459E-006
1,1,10,-357.86000E-003,-977.66000E-006,349.86541E-006
1,1,11,-353.18100E-003,-977.28000E-006,345.15673E-006
1,1,12,-348.49200E-003,-972.98000E-006,339.07575E-006
1,1,13,-343.81200E-003,-974.57000E-006,335.06886E-006
1,1,14,-339.12800E-003,-971.64000E-006,329.51033E-006
1,1,15,-334.45800E-003,-972.40000E-006,325.22696E-006
1,1,16,-329.76700E-003,-968.69000E-006,319.44200E-006
1,1,17,-325.08300E-003,-967.84000E-006,314.62833E-006
1,1,18,-320.39800E-003,-965.64000E-006,309.38912E-006
1,1,19,-315.72200E-003,-965.36000E-006,304.78539E-006
1,1,20,-311.03900E-003,-962.62000E-006,299.41236E-006
1,1,21,-306.35100E-003,-958.91000E-006,293.76304E-006
1,1,22,-301.66600E-003,-959.52000E-006,289.45456E-006
1,1,23,-296.98700E-003,-960.91000E-006,285.37778E-006
1,1,24,-292.31400E-003,-959.36000E-006,280.43436E-006
1,1,25,-287.63000E-003,-953.81000E-006,274.34437E-006
1,1,26,-282.94100E-003,-956.90000E-006,270.74624E-006
1,1,27,-278.25900E-003,-959.46000E-006,266.97838E-006
1,1,28,-273.58300E-003,-956.57000E-006,261.70129E-006
1,1,29,-268.89900E-003,-954.54000E-006,256.67485E-006
1,1,30,-264.21000E-003,-957.16000E-006,252.89124E-006
1,1,31,-259.53200E-003,-960.11000E-006,249.17927E-006
1,1,32,-254.85200E-003,-952.64000E-006,242.78221E-006
1,1,33,-250.17200E-003,-951.25000E-006,237.97612E-006
1,1,34,-245.47700E-003,-952.00000E-006,233.69410E-006
1,1,35,-240.80300E-003,-953.24000E-006,229.54305E-006
1,1,36,-236.12000E-003,-947.39000E-006,223.69773E-006
1,1,37,-231.44100E-003,-944.37000E-006,218.56594E-006
1,1,38,-226.75700E-003,-948.39000E-006,215.05407E-006
1,1,39,-222.07200E-003,-944.11000E-006,209.66040E-006
1,1,40,-217.39200E-003,-943.43000E-006,205.09413E-006
1,1,41,-212.70800E-003,-940.22000E-006,199.99232E-006
