Repeat,VAR2,Point,Solar Cell Voltage,Solar Cell Current,Solar Cell Power
1,1,1,-399.99800E-003,-953.56000E-006,381.42209E-006
1,1,2,-395.32100E-003,-943.01000E-006,372.79166E-006
1,1,3,-390.63900E-003,-940.16000E-006,367.26316E-006
1,1,4,-385.94800E-003,-937.99000E-006,362.01536E-006
1,1,5,-381.26900E-003,-939.49000E-006,358.19841E-006
1,1,6,-376.57100E-003,-949.66000E-006,357.61442E-006
1,1,7,-371.90900E-003,-956.36000E-006,355.67889E-006
1,1,8,-367.21400E-003,-930.19000E-006,341.57879E-006
1,1,9,-362.53800E-003,-933.22000E-006,338.32771E-006
1,1,10,-357.87700E-003,-949.48000E-006,339.79705E-006
1,1,11,-353.18100E-003,-923.37000E-006,326.11674E-006
1,1,12,-348.48700E-003,-926.66000E-006,322.92896E-006
1,1,13,-343.81300E-003,-930.52000E-006,319.92487E-006
1,1,14,-339.10800E-003,-930.98000E-006,315.70277E-006
1,1,15,-334.45300E-003,-936.48000E-006,313.20855E-006
1,1,16,-329.79000E-003,-923.24000E-006,304.47532E-006
1,1,17,-325.08300E-003,-921.51000E-006,299.56724E-006
1,1,18,-320.40500E-003,-914.38000E-006,292.97192E-006
1,1,19,-315.72100E-003,-910.18000E-006,287.36294E-006
1,1,20,-311.03900E-003,-913.03000E-006,283.98794E-006
1,1,21,-306.34800E-003,-916.58000E-006,280.79245E-006
1,1,22,-301.67300E-003,-908.77000E-006,274.15137E-006
1,1,23,-296.99200E-003,-902.66000E-006,268.08280E-006
1,1,24,-292.30800E-003,-904.41000E-006,264.36628E-006
1,1,25,-287.63000E-003,-907.18000E-006,260.93218E-006
1,1,26,-282.94200E-003,-898.47000E-006,254.21490E-006
1,1,27,-278.26000E-003,-893.22000E-006,248.54740E-006
1,1,28,-273.57700E-003,-897.49400E-006,245.53372E-006
1,1,29,-268.90100E-003,-894.80700E-006,240.61450E-006
1,1,30,-264.21100E-003,-890.80300E-006,235.35995E-006
1,1,31,-259.53000E-003,-885.41700E-006,229.79227E-006
1,1,32,-254.85400E-003,-887.83000E-006,226.26703E-006
1,1,33,-250.16700E-003,-887.66700E-006,222.06499E-006
1,1,34,-245.48200E-003,-885.77800E-006,217.44255E-006
1,1,35,-240.80100E-003,-880.15300E-006,211.94172E-006
1,1,36,-236.12200E-003,-877.52900E-006,207.20390E-006
1,1,37,-231.43600E-003,-881.10400E-006,203.91919E-006
1,1,38,-226.76400E-003,-880.28800E-006,199.61763E-006
1,1,39,-222.07200E-003,-875.55800E-006,194.43692E-006
1,1,40,-217.38700E-003,-868.31800E-006,188.76105E-006
1,1,41,-212.70800E-003,-872.70600E-006,185.63155E-006
1,1,42,-208.02500E-003,-872.78300E-006,181.56068E-006
1,1,43,-203.34950E-003,-867.83700E-006,176.47422E-006
1,1,44,-198.66250E-003,-861.17500E-006,171.08318E-006
1,1,45,-193.97870E-003,-864.78600E-006,167.75006E-006
1,1,46,-189.29800E-003,-866.76700E-006,164.07726E-006
1,1,47,-184.61670E-003,-858.69700E-006,158.52981E-006
1,1,48,-179.93270E-003,-856.42300E-006,154.09850E-006
1,1,49,-175.25010E-003,-858.41100E-006,150.43661E-006
1,1,50,-170.56830E-003,-860.97800E-006,146.85555E-006
1,1,51,-165.88650E-003,-850.56500E-006,141.09725E-006
1,1,52,-161.20310E-003,-846.27700E-006,136.42248E-006
1,1,53,-156.52010E-003,-847.88400E-006,132.71089E-006
1,1,54,-151.83950E-003,-846.32900E-006,128.50617E-006
1,1,55,-147.15800E-003,-840.16900E-006,123.63759E-006
1,1,56,-142.47470E-003,-837.50000E-006,119.32256E-006
1,1,57,-137.79150E-003,-840.33700E-006,115.79130E-006
1,1,58,-133.11010E-003,-837.87600E-006,111.52976E-006
1,1,59,-128.42800E-003,-835.16900E-006,107.25908E-006
