Repeat,VAR2,Point,Solar Cell Voltage,Solar Cell Current,Solar Cell Power
1,1,1,-400.00400E-003,-811.30300E-006,324.52445E-006
1,1,2,-395.32400E-003,-805.82000E-006,318.55999E-006
1,1,3,-390.64100E-003,-806.27700E-006,314.96485E-006
1,1,4,-385.95000E-003,-805.13900E-006,310.74340E-006
1,1,5,-381.27100E-003,-804.70600E-006,306.81106E-006
1,1,6,-376.58800E-003,-798.35500E-006,300.65091E-006
1,1,7,-371.90900E-003,-801.91500E-006,298.23941E-006
1,1,8,-367.22200E-003,-802.82600E-006,294.81537E-006
1,1,9,-362.54100E-003,-795.94900E-006,288.56415E-006
1,1,10,-357.85700E-003,-797.12100E-006,285.25533E-006
1,1,11,-353.18000E-003,-797.72800E-006,281.74158E-006
1,1,12,-348.49500E-003,-797.27000E-006,277.84461E-006
1,1,13,-343.81000E-003,-791.24200E-006,272.03691E-006
1,1,14,-339.12700E-003,-791.45800E-006,268.40478E-006
1,1,15,-334.45000E-003,-792.37200E-006,265.00882E-006
1,1,16,-329.77300E-003,-790.93400E-006,260.82868E-006
1,1,17,-325.07900E-003,-786.76400E-006,255.76045E-006
1,1,18,-320.40200E-003,-785.28600E-006,251.60720E-006
1,1,19,-315.71800E-003,-788.36900E-006,248.90228E-006
1,1,20,-311.04100E-003,-783.61900E-006,243.73764E-006
1,1,21,-306.34800E-003,-780.82000E-006,239.20265E-006
1,1,22,-301.66800E-003,-778.56900E-006,234.86935E-006
1,1,23,-296.98900E-003,-780.85700E-006,231.90594E-006
1,1,24,-292.30900E-003,-776.72000E-006,227.04225E-006
1,1,25,-287.63300E-003,-774.40500E-006,222.74443E-006
1,1,26,-282.93900E-003,-772.20400E-006,218.48663E-006
1,1,27,-278.26400E-003,-772.54700E-006,214.97202E-006
1,1,28,-273.57800E-003,-772.30300E-006,211.28511E-006
1,1,29,-268.90200E-003,-768.60500E-006,206.67942E-006
1,1,30,-264.20700E-003,-766.79800E-006,202.59340E-006
1,1,31,-259.53100E-003,-765.05700E-006,198.55601E-006
1,1,32,-254.84800E-003,-767.20200E-006,195.51990E-006
1,1,33,-250.17000E-003,-764.05400E-006,191.14339E-006
1,1,34,-245.47900E-003,-762.01800E-006,187.05942E-006
1,1,35,-240.79900E-003,-756.79000E-006,182.23428E-006
1,1,36,-236.11900E-003,-759.42600E-006,179.31491E-006
1,1,37,-231.43700E-003,-758.04600E-006,175.43989E-006
1,1,38,-226.76700E-003,-752.12300E-006,170.55668E-006
1,1,39,-222.06800E-003,-748.20300E-006,166.15194E-006
1,1,40,-217.39000E-003,-751.24600E-006,163.31337E-006
1,1,41,-212.70900E-003,-752.02300E-006,159.96206E-006
1,1,42,-208.02960E-003,-745.02500E-006,154.98725E-006
1,1,43,-203.34450E-003,-743.26300E-006,151.13844E-006
1,1,44,-198.66030E-003,-746.27600E-006,148.25541E-006
1,1,45,-193.98170E-003,-744.76000E-006,144.46981E-006
1,1,46,-189.29850E-003,-736.50300E-006,139.41891E-006
1,1,47,-184.61520E-003,-735.69300E-006,135.82011E-006
1,1,48,-179.93150E-003,-739.13800E-006,132.99421E-006
1,1,49,-175.25410E-003,-737.26200E-006,129.20819E-006
1,1,50,-170.56810E-003,-730.85600E-006,124.66072E-006
1,1,51,-165.88470E-003,-728.29400E-006,120.81283E-006
1,1,52,-161.20350E-003,-731.51400E-006,117.92262E-006
1,1,53,-156.52440E-003,-726.27100E-006,113.67913E-006
1,1,54,-151.84240E-003,-721.98200E-006,109.62748E-006
1,1,55,-147.15550E-003,-717.87900E-006,105.63984E-006
1,1,56,-142.47640E-003,-720.81800E-006,102.69955E-006
1,1,57,-137.79550E-003,-718.43400E-006,98.99697E-006
1,1,58,-133.11150E-003,-716.21600E-006,95.33659E-006
1,1,59,-128.42650E-003,-716.79700E-006,92.05573E-006
1,1,60,-123.74770E-003,-716.29800E-006,88.64023E-006
1,1,61,-119.06270E-003,-717.47000E-006,85.42392E-006
1,1,62,-114.38010E-003,-712.12800E-006,81.45327E-006
1,1,63,-109.70130E-003,-708.06900E-006,77.67609E-006
